Source,Heading,Category,Date,Time,URL,Cluster,cluster_similarity_value
cnbc, A power shock for electricity consumers in Uttar Pradesh Against the prevailing power tariff of Rs 4 90 per unit for the first 150 units the new tariff will be Rs 6 20 per unit in the same slab,politics,2019-06-19,01:04,https://www.cnbctv18.com/energy/a-power-shock-for-electricity-consumers-in-uttar-pradesh-3712011.htm,0,0.45
cnbc, Electoral bonds worth over Rs 5800 crore bought in over 14 months Seventy six percent of these bonds worth Rs 4444 32 crore were bought in the sale of last three tranches which took place between March 1 and May 10 this year at the height of Lok Sabha campaigning and polls the RTI reply furnished by the State Bank of India said,politics,2019-06-19,01:04,https://www.cnbctv18.com/market/bonds/electoral-bonds-worth-over-rs-5800-cr-bought-in-over-14-months-3706761.htm,0,0.44
cnbc, Hong Kong leader to address city amid fury at bill allowing extraditions to China Lams climbdown with the approval of Chinas Communist Party leaders was the biggest policy reversal since the former British colony returned to Chinese rule in 1997 and presented a new challenge for Chinese President Xi Jinping who has ruled with an iron fist since taking power in 2012,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/hong-kong-leader-to-address-city-amid-fury-at-bill-allowing-extraditions-to-china-3725231.htm,0,0.43
cnbc, The 17th Lok Sabha Oath taking begins Union Budget Triple Talaq bill remain top priority Leader of the House and Prime Minister Narendra Modi Defence Minister Rajnath Singh and Home Minister Amit Shah were among those who took oath as members of the 17th Lok Sabha that commenced today,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/the-17th-lok-sabha-oath-taking-begins-union-budget-triple-talaq-bill-remain-top-priority-3715581.htm,1,0.36
cnbc, Triple Talaq back in focus as parliament session begins PM Narendra Modi had urged floor leaders of different political parties in the parliament to keep political differences aside and not disrupt the functioning of the two Houses,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/triple-talaq-back-in-focus-as-parliament-session-begins-3710841.htm,1,0.33
cnbc, 17th Lok Sabha Experts discuss key priorities for Modi government in first parliament session To discuss the issues that confront the 17th Lok Sabha CNBC TV18 spoke to Rakesh Sinha MP Rajya Sabha from BJP Saugata Roy MP Lok Sabha from TMC Majeed Memon MP Rajya Sabha from NCP and senior journalist Rasheed Kidwai,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/17th-lok-sabha-experts-discuss-key-priorities-for-modi-government-in-first-parliament-session-3717411.htm,1,0.34
cnbc, Here are the key highlights from Maharashtra governments additional budget Yash Jain lays out the fine print of Maharashtras additional budget,politics,2019-06-19,01:04,https://www.cnbctv18.com/finance/here-are-the-key-highlights-from-maharashtra-governments-additional-budget-3731061.htm,1,0.29
cnbc, Bengal doctors call off strike after meeting with CM Mamata Banerjee,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/bengal-doctors-call-off-strike-after-meeting-with-cm-mamata-banerjee-3718721.htm,2,0.54
cnbc, The way forward to conduct simultaneous elections As a concerned citizen I summarise here the stated objectives of and rationale for the proposal,politics,2019-06-19,01:04,https://www.cnbctv18.com/views/the-way-forward-to-conduct-simultaneous-elections-26859.htm,3,0.45
cnbc, Government says UAE assures supply of oil LPG despite tanker attacks UAEs Minister of State and ADNOC Group CEO Sultan Ahmed Al Jaber has assured India of uninterrupted supply of oil and liquefied petroleum gas despite disruptions in the Strait of Hormuz oil minister Dharmendra Pradhan said on Monday,politics,2019-06-19,01:04,https://www.cnbctv18.com/energy/government-says-uae-assures-supply-of-oil-lpg-despite-tanker-attacks-3716111.htm,3,0.42
cnbc, Heatwave claims 61 lives in Bihar as temperatures reach 10 year high At least 61 people have died in three districts of Bihar as a blistering heatwave swept several places in the state officials said on Sunday,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/heatwave-claims-61-lives-in-bihar-as-temperatures-reach-10-year-high-3707431.htm,4,0.54
cnbc, J P Nadda appointed BJPs working president Shah to remain party chief Former Union minister J P Nadda was appointed as BJPs working president during the partys parliamentary board meeting on Monday,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/j-p-nadda-appointed-bjps-working-president-3716981.htm,5,0.41
cnbc, Egypts ousted President Mohammed Morsi dies during trial A top figure in the now banned Islamist movement Muslim Brotherhood Morsi had just addressed the court from a cage at a hearing on charges of espionage,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/egypts-ousted-president-mohammed-morsi-dies-during-trial-3723611.htm,5,0.4
cnbc, Jagat Prakash Naddas rise from ABVP ranks to BJP working president Born on December 2 1960 Nadda completed his graduation from Patna and holds a postgraduate degree in political science and an LL B degree from the Himachal Pradesh University in Shimla,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/jagat-prakash-naddas-rise-from-abvp-ranks-to-bjp-working-president-3721271.htm,5,0.4
cnbc, Congress MP from Kerala takes oath in Hindi Kodikunnil Sureshs move was welcomed by the House with loud thumping of desks,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/congress-mp-from-kerala-takes-oath-in-hindi-3713001.htm,6,1.0
cnbc, Overcast and breezy Sunday in Delhi gives residents respite from scorching heat Delhiites got some respite from the searing heat as the national capital witnessed an overcast and breezy Sunday with traces of rainfall at some places,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/overcast-and-breezy-sunday-in-delhi-gives-residents-respite-from-scorching-heat-3706781.htm,7,1.0
cnbc, Does Tulsi Gabbard have a real chance in the US presidential race Gabbard 38 outspoken thoughtful and at the same time controversial is certainly a viable candidate,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/does-tulsi-gabbard-have-a-real-chance-in-the-us-presidential-race-3712631.htm,8,0.54
cnbc, Trump slashes aid to Central America over migrants Lawmakers including some of Trumps fellow Republicans as well as Democrats have chafed against the presidents repeated decisions to disregard spending bills passed by Congress some of which he has signed into law himself,politics,2019-06-19,01:04,https://www.cnbctv18.com/economy/trump-slashes-aid-to-central-america-over-migrants-3723051.htm,9,1.0
cnbc, PM Modi to hold first Budget meeting today major changes in key numbers unlikely Prime Minister Narendra Modi is slated to hold the first meeting for the July 5 Budget on Tuesday government sources told CNBC TV18 As a precursor to the prime minister ’ s meeting finance minister Nirmala Sitharaman is understood to have reviewed the Budget preparation across her ministry including a working Sunday for senior officials,politics,2019-06-19,01:04,https://www.cnbctv18.com/economy/pm-modi-to-hold-first-budget-meeting-tomorrow-major-changes-in-key-numbers-unlikely-3717261.htm,10,0.38
cnbc, Narendra Modi and Donald Trumps lavish farm payouts prompt questions at WTO Massive farm support plans in the United States and India are being scrutinised by other World Trade Organization members questions submitted to the WTOs quarterly agriculture committee meeting showed on Monday,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/donald-trump-and-modis-lavish-farm-payouts-prompt-questions-at-wto-3718511.htm,10,0.41
cnbc, CPI M Kerala secretarys son accused of rape A 33 year old woman has alleged that she has been sexually exploited by Binoy Kodiyeri,politics,2019-06-19,01:04,https://www.cnbctv18.com/legal/cpi-m-kerala-secretarys-son-accused-of-rape-3723341.htm,11,1.0
cnbc, Black money crackdown Details of at least 50 Indian Swiss account holders to be shared with authorities These individuals largely include businessmen associated with companies including the dummy ones in sectors ranging from real estate financial services technology and telecom to paints home decoration textiles engineering goods gems and jewellery officials told,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/black-money-crackdown-details-of-at-least-50-indian-swiss-account-holders-to-be-shared-with-authorities-3707291.htm,12,1.0
cnbc, PM Modi takes oath in Lok Sabha,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/pm-modi-takes-oath-in-lok-sabha-3716991.htm,13,0.56
cnbc, New rural development ministry office to come up in New Delhi The Union government has decided to make a new headquarters for the ministry of rural development in New Delhi,politics,2019-06-19,01:04,https://www.cnbctv18.com/politics/new-rural-development-ministry-office-to-come-up-in-new-delhi-3706471.htm,14,0.59
cnbc, BJP wants assembly session to discuss JSW Steel land sale in Karnataka The Bharatiya Janat Partys Karnataka unit Tuesday demanded that the state government convene an assembly session immediately to discuss the sale of land to JSW Steel,politics,2019-06-19,01:04,https://www.cnbctv18.com/business/bjp-wants-assembly-session-to-discuss-jsw-steel-land-sale-in-karnataka-3728711.htm,15,1.0
cnbc, Skymet says rainfall deficiency at 43 recovery unlikely in the next few days The overall rainfall deficiency in the country has reached 43 percent due to the sluggish pace of monsoon and chances for recovery are unlikely in the next few days,politics,2019-06-19,01:04,https://www.cnbctv18.com/economy/rainfall-deficiency-at-43-recovery-unlikely-in-the-next-few-days-says-skymet-3712151.htm,16,1.0
